AGNO,RBD,DGV_RBD,NOM_RBD,COD_REG_RBD,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,ESTADO_ESTAB,DC_A,HH_A,DC_UTP,HH_UTP,DC_PDIR,HH_PDIR,DC_DIR,HH_DIR,DC_OES,HH_OES,DC_OF,HH_OF,DC_JUTP,HH_JUTP,DC_IG,HH_IG,DC_OR,HH_OR,DC_DIR_SOST,HH_DIR_SOST,DC_TP_SOST,HH_TP_SOST,DC_SUP_SOST,HH_SUP_SOST,DC_SUBDIR,HH_SUBDIR,DC_PROF_ENC,HH_PROF_ENC,DC_EDUC_TRAD,HH_EDUC_TRAD,DC_TOT,"HH_TOT,",mat_hom_1,mat_muj_1,mat_ens_1,mat_hom_2,mat_muj_2,mat_ens_2,mat_hom_3,mat_muj_3,mat_ens_3,mat_hom_4,mat_muj_4,mat_ens_4,mat_hom_5,mat_muj_5,mat_ens_5,mat_hom_6,mat_muj_6,mat_ens_6,mat_hom_7,mat_muj_7,mat_ens_7,mat_hom_8,mat_muj_8,mat_ens_8,mat_hom_tot,mat_muj_tot,mat_total
2018,1,9,LICEO POLITECNICO ARICA,15,151,15101,ARICA,151,ARICA,2,1,0,1,65,1852,0,0,0,0,1,44,1,14,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,69,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,164,408,143,132,275,387,296,683
2018,2,7,PARVULARIO LAS ESPIGUITAS,15,151,15101,ARICA,151,ARICA,2,1,0,1,8,311,0,0,0,0,1,44,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,445,99,86,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,86,185
2018,3,5,ESC. PEDRO VICENTE GUTIERREZ TORRES,15,151,15101,ARICA,151,ARICA,2,1,1,1,23,829,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,917,0,0,0,0,0,0,392,115,507,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,398,115,513
2018,4,3,LICEO OCTAVIO PALMA PEREZ,15,151,15101,ARICA,151,ARICA,2,1,0,1,48,1843,0,0,0,0,1,44,14,420,0,0,1,44,2,88,3,132,0,0,0,0,0,0,0,0,0,0,0,0,69,2571,0,0,0,0,0,0,0,0,0,0,0,0,471,541,1012,0,0,0,0,0,0,0,0,0,471,541,1012
2018,5,1,JOVINA NARANJO FERNANDEZ,15,151,15101,ARICA,151,ARICA,2,1,0,1,59,2161,2,88,2,88,1,44,3,94,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,69,2563,0,0,0,155,101,256,0,0,0,0,0,0,262,289,551,102,81,183,0,0,0,0,0,0,519,471,990
2018,7,8,L. POLI. ANTONIO VARAS DE LA BARRA,15,151,15101,ARICA,151,ARICA,2,1,0,1,73,2793,2,61,0,0,1,44,2,49,0,0,2,88,1,44,2,88,1,44,3,124,0,0,0,0,0,0,0,0,87,3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,464,1146,0,0,0,682,464,1146
2018,8,6,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,15,151,15101,ARICA,151,ARICA,2,1,0,1,42,1417,0,0,1,44,1,44,4,152,0,0,1,44,2,88,2,88,0,0,0,0,0,0,0,0,0,0,0,0,53,1877,26,30,56,141,122,263,0,0,0,0,0,0,191,141,332,0,0,0,0,0,0,0,0,0,358,293,651
2018,9,4,ESCUELA REPUBLICA DE ISRAEL,15,151,15101,ARICA,151,ARICA,2,1,0,1,82,2975,0,0,0,0,1,44,4,139,0,0,0,0,2,88,2,74,0,0,2,84,0,0,0,0,0,0,0,0,93,3404,99,96,195,708,631,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,727,1534
2018,10,8,ESCUELA REPUBLICA DE FRANCIA,15,151,15101,ARICA,151,ARICA,2,1,0,1,13,362,2,88,0,0,1,44,5,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,22,689,1,27,28,4,131,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,158,163
2018,11,6,ESC. GRAL. PEDRO LAGOS MARCHANT,15,151,15101,ARICA,151,ARICA,2,1,0,1,30,1056,0,0,0,0,1,44,2,84,0,0,1,44,2,88,1,44,0,0,0,0,0,0,0,0,0,0,2,45,39,1405,27,24,51,195,123,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,147,369
2018,12,4,ESCUELA GRAL JOSE MIGUEL CARRERA,15,151,15101,ARICA,151,ARICA,2,1,0,1,24,761,0,0,0,0,1,44,3,90,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,31,1027,24,20,44,156,123,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,143,323
2018,13,2,ESCUELA MANUEL RODRIGUEZ ERDOYZA,15,151,15101,ARICA,151,ARICA,2,1,0,1,17,586,0,0,0,0,1,44,5,163,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,26,925,17,12,29,141,93,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,105,263
2018,14,0,ESCUELA ROMULO J. PENA MATURANA,15,151,15101,ARICA,151,ARICA,2,1,0,1,22,699,0,0,0,0,1,44,3,78,0,0,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,28,909,27,29,56,135,100,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,129,291
2018,15,9,LICEO ARTISTICO DR. JUAN NOE CREVANI,15,151,15101,ARICA,151,ARICA,2,1,0,1,52,1693,1,44,1,44,1,44,3,121,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,60,2034,0,0,0,122,149,271,0,0,0,0,0,0,72,66,138,0,0,0,0,0,0,0,0,0,194,215,409
2018,16,7,ESCUELA REGIMIENTO RANCAGUA,15,151,15101,ARICA,151,ARICA,2,1,0,1,21,699,0,0,1,44,1,44,6,154,0,0,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,31,1029,23,12,35,145,65,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,77,245
2018,17,5,ESCUELA SUBTTE. LUIS CRUZ MARTINEZ,15,151,15101,ARICA,151,ARICA,2,1,0,1,25,931,0,0,0,0,1,44,0,0,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,29,1107,34,33,67,144,143,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,176,354
2018,18,3,ESC. COMTE. JUAN JOSE SAN MARTIN,15,151,15101,ARICA,151,ARICA,2,1,0,1,28,978,0,0,0,0,1,44,3,94,0,0,1,44,1,44,1,44,0,0,1,40,0,0,0,0,0,0,0,0,36,1288,16,16,32,165,120,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,136,317
2018,19,1,ESC. HUMBERTO VALENZUELA GARCIA,15,151,15101,ARICA,151,ARICA,2,1,0,1,22,743,0,0,0,0,1,44,1,30,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,2,66,29,1015,26,16,42,160,124,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,140,326
2018,20,5,ESCUELA TUCAPEL,15,151,15101,ARICA,151,ARICA,2,1,0,1,36,1312,0,0,0,0,1,44,10,267,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,50,1755,45,32,77,223,171,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,203,471
2018,21,3,ESCUELA CARLOS GUIRAO MASSIF,15,151,15101,ARICA,151,ARICA,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,22,1,ESCUELA GABRIELA MISTRAL,15,151,15101,ARICA,151,ARICA,2,1,0,1,71,2628,0,0,0,0,1,44,0,0,0,0,1,44,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,76,2848,92,73,165,456,411,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,484,1032
2018,25,6,COLEGIO CENTENARIO DE ARICA,15,151,15101,ARICA,151,ARICA,2,1,0,1,45,1642,1,44,0,0,1,44,5,207,0,0,1,44,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,56,2113,54,35,89,256,199,455,0,0,0,0,0,0,73,50,123,0,0,0,0,0,0,0,0,0,383,284,667
2018,26,4,ESCUELA REPUBLICA DE ARGENTINA,15,151,15101,ARICA,151,ARICA,2,1,0,1,18,642,0,0,0,0,1,44,4,64,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,794,8,15,23,81,76,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,91,180
2018,27,2,ESCUELA ESMERALDA,15,151,15101,ARICA,151,ARICA,2,1,0,1,23,696,0,0,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,828,21,11,32,141,99,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,110,272
2018,28,0,ESCUELA RICARDO SILVA ARRIAGADA,15,151,15101,ARICA,151,ARICA,2,1,0,1,38,1270,0,0,0,0,1,44,2,76,0,0,2,84,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,46,1606,29,24,53,168,151,319,55,62,117,0,0,0,0,0,0,130,138,268,0,0,0,0,0,0,382,375,757
2018,29,9,ESCUELA AMERICA,15,151,15101,ARICA,151,ARICA,2,1,0,1,44,1547,0,0,0,0,1,44,0,0,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,48,1723,47,49,96,244,188,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,237,528
2018,30,2,ESCUELA DR. RICARDO OLEA GUERRA,15,151,15101,ARICA,151,ARICA,2,1,0,1,23,777,0,0,0,0,1,44,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,853,0,0,0,0,0,0,0,0,0,107,62,169,0,0,0,0,0,0,0,0,0,0,0,0,107,62,169
2018,31,0,ESCUELA DARIO SALAS DIAZ,15,151,15101,ARICA,151,ARICA,2,1,1,1,24,910,0,0,0,0,1,44,7,206,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,35,1292,47,33,80,167,172,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,205,419
2018,32,9,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,15,151,15101,ARICA,151,ARICA,2,1,1,1,44,1653,0,0,0,0,1,44,2,85,0,0,0,0,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,50,1914,49,44,93,263,227,490,0,0,0,0,0,0,0,0,0,0,0,0,70,63,133,0,0,0,382,334,716
2018,33,7,ESCUELA CARLOS CONDELL DE LA HAZA,15,151,15101,ARICA,151,ARICA,2,1,1,1,16,602,0,0,0,0,1,44,1,40,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,730,19,17,36,91,81,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,98,208
2018,35,3,ESCUELA GRAL. MANUEL BAQUEDANO,15,151,15101,ARICA,151,ARICA,2,1,1,1,8,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,9,261,20,19,39,37,44,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,63,120
2018,36,1,ESCUELA IGNACIO CARRERA PINTO,15,151,15101,ARICA,151,ARICA,2,1,0,1,25,793,1,44,0,0,1,44,5,177,0,0,0,0,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,35,1190,14,27,41,109,122,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,149,272
2018,38,8,ESCUELA ESPAÃ‘A,15,151,15101,ARICA,151,ARICA,2,1,1,1,32,1280,0,0,0,0,1,44,2,42,0,0,1,44,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,38,1498,48,45,93,223,219,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,264,535
2018,39,6,ESCUELA PAMPA ALGODONAL,15,151,15101,ARICA,151,ARICA,2,1,1,1,6,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,7,198,6,4,10,38,31,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,79
2018,41,8,ESCUELA VALLE DE CHACA,15,151,15101,ARICA,151,ARICA,2,1,1,1,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,104,0,0,0,12,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,26
2018,42,6,ESCUELA MOLINOS LLUTA,15,151,15101,ARICA,151,ARICA,2,1,1,1,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,93,0,0,0,11,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
2018,43,4,JARDIN INFANTIL CEPILLIN,15,151,15101,ARICA,151,ARICA,3,2,0,1,1,30,1,20,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,13,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,35
2018,44,2,JARDIN INFANTIL PEQUENILANDIA,15,151,15101,ARICA,151,ARICA,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,45,0,COLEGIO ITALIANO SANTA ANA,15,151,15101,ARICA,151,ARICA,3,2,0,1,43,1440,0,0,0,0,1,44,4,150,0,0,2,88,1,44,0,0,0,0,0,0,0,0,1,44,0,0,0,0,52,1810,0,87,87,0,570,570,0,0,0,0,0,0,0,268,268,0,0,0,0,0,0,0,0,0,0,925,925
2018,46,9,JARDIN INFANTIL SAN ANDRES,15,151,15101,ARICA,151,ARICA,3,2,0,3,1,30,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,47,7,J.  I. KURUMI,15,151,15101,ARICA,151,ARICA,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,49,3,JARDIN INFANTIL PADRE LUIS GALLARDO,15,151,15101,ARICA,151,ARICA,3,2,0,1,2,60,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,104,17,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,35
2018,50,7,COLEGIO ADVENTISTA DE ARICA,15,151,15101,ARICA,151,ARICA,3,2,0,1,28,1080,0,0,0,0,1,44,11,364,0,0,2,88,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,44,1664,0,0,0,182,181,363,0,0,0,0,0,0,108,109,217,0,0,0,0,0,0,0,0,0,290,290,580
2018,51,5,ESCUELA PARTICULAR REPÃšBLICA DEL ECUADOR,15,151,15101,ARICA,151,ARICA,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,52,3,LICEO DOMINGO SANTA MARIA,15,151,15101,ARICA,151,ARICA,3,2,0,1,141,5419,5,220,0,0,1,44,4,167,1,8,2,88,2,88,3,103,0,0,0,0,0,0,0,0,0,0,0,0,159,6137,156,168,324,902,934,1836,0,0,0,32,22,54,649,616,1265,0,0,0,240,222,462,0,0,0,1979,1962,3941
2018,55,8,JARDIN INFANTIL MONTESSORI GARDEN,15,151,15101,ARICA,151,ARICA,3,2,0,1,9,294,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,338,75,65,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,65,140
2018,56,6,COLEGIO SAN MARCOS DE ARICA,15,151,15101,ARICA,151,ARICA,3,2,0,1,41,1447,0,0,0,0,1,44,6,197,0,0,1,44,1,44,2,82,0,0,0,0,0,0,0,0,0,0,0,0,52,1858,31,20,51,304,324,628,0,0,0,0,0,0,150,150,300,0,0,0,0,0,0,0,0,0,485,494,979
2018,57,4,JARDIN INFANTIL ZORZALITO,15,151,15101,ARICA,151,ARICA,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,58,2,JARDIN INFANTIL PETETE J.M. BORGOÃO,15,151,15101,ARICA,151,ARICA,3,2,0,1,4,120,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,155,12,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,35
2018,59,0,COLEGIO SAN JORGE,15,151,15101,ARICA,151,ARICA,4,3,0,1,38,1344,0,0,1,44,1,44,4,165,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1641,38,29,67,157,145,302,0,0,0,0,0,0,73,70,143,0,0,0,0,0,0,0,0,0,268,244,512
2018,60,4,COLEGIO ALEMAN DE ARICA,15,151,15101,ARICA,151,ARICA,3,2,0,1,37,1408,1,38,0,0,1,44,3,118,0,0,2,88,1,44,1,44,0,0,1,44,0,0,1,44,0,0,0,0,48,1872,61,70,131,227,274,501,0,0,0,0,0,0,148,122,270,0,0,0,0,0,0,0,0,0,436,466,902
2018,65,5,J.  I.  SOLDADITO DE PLOMO,15,151,15101,ARICA,151,ARICA,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,66,3,JARDIN INFANTIL PLUTO,15,151,15101,ARICA,151,ARICA,3,2,0,1,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,11,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,26
2018,67,1,ABRAHAM LINCOLN SCHOOL,15,151,15101,ARICA,151,ARICA,3,2,0,1,29,866,1,40,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,950,25,22,47,210,218,428,0,0,0,0,0,0,67,65,132,0,0,0,0,0,0,0,0,0,302,305,607
2018,69,8,JUNIOR COLLEGE,15,151,15101,ARICA,151,ARICA,4,3,0,1,55,1560,1,44,0,0,1,22,0,0,0,0,0,0,2,88,2,54,0,0,0,0,1,44,0,0,0,0,0,0,62,1812,49,48,97,234,271,505,0,0,0,0,0,0,84,86,170,0,0,0,0,0,0,0,0,0,367,405,772
2018,70,1,ESCUELA VALLE DE ESQUINA,15,151,15102,CAMARONES,151,ARICA,2,1,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,51,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
2018,72,8,LICEO  VALLE DE CODPA,15,151,15102,CAMARONES,151,ARICA,2,1,1,1,10,278,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,366,0,0,0,21,13,34,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18,0,0,0,31,21,52
2018,73,6,ESCUELA VALLE DE COBIJA,15,151,15102,CAMARONES,151,ARICA,2,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,49,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2018,74,4,ESCUELA VALLE DE CAMARONES,15,151,15102,CAMARONES,151,ARICA,2,1,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,51,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
2018,75,2,ESCUELA VALLE DE GUANACAGUA,15,151,15102,CAMARONES,151,ARICA,2,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,49,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2018,76,0,ESCUELA VALLE DE CUYA,15,151,15102,CAMARONES,151,ARICA,2,1,1,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,56,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
2018,78,7,LICEO GRANADEROS,15,152,15201,PUTRE,151,ARICA,2,1,1,1,27,894,0,0,0,0,1,44,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,982,18,12,30,74,64,138,0,0,0,0,0,0,0,0,0,40,3,43,41,21,62,0,0,0,173,100,273
2018,79,5,ESCUELA EL MARQUEZ,15,152,15201,PUTRE,151,ARICA,2,1,1,1,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,130,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
2018,81,7,ESCUELA PAYACHATAS,15,152,15201,PUTRE,151,ARICA,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,47,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
2018,82,5,ESCUELA SAN FRANCISCO DE ASIS,15,152,15201,PUTRE,151,ARICA,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,47,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2018,83,3,ESCUELA COTA COTANI,15,152,15201,PUTRE,151,ARICA,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,47,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
2018,84,1,ESCUELA LOS ALAMOS,15,152,15201,PUTRE,151,ARICA,2,1,1,1,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,91,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2018,86,8,ESCUELA SAN SANTIAGO DE BELEN,15,152,15201,PUTRE,151,ARICA,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,47,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
2018,87,6,ESCUELA ANCOLACANE,15,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2018,88,4,ESCUELA ALCERRECA,15,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,46,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2018,89,2,ESCUELA HUMAPALCA,15,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,46,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2018,90,6,ESCUELA INTERNADO VISVIRI,15,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,1,4,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,5,192,0,0,0,13,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28
2018,91,4,ESCUELA COSAPILLA,15,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,46,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
2018,92,2,ESCUELA CHISLLUMA,15,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2018,93,0,ESCUELA CHUJLLUTA,15,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,46,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
2018,94,9,ESCUELA GUACOYO,15,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,46,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
2018,95,7,ESCUELA COLPITAS,15,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,46,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
