AGNO,RBD,DGV_RBD,NOM_RBD,COD_REG_RBD,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,ESTADO_ESTAB,DC_A,HH_A,DC_UTP,HH_UTP,DC_PDIR,HH_PDIR,DC_DIR,HH_DIR,DC_OES,HH_OES,DC_OF,HH_OF,DC_JUTP,HH_JUTP,DC_IG,HH_IG,DC_OR,HH_OR,DC_DIR_SOST,HH_DIR_SOST,DC_TP_SOST,HH_TP_SOST,DC_SUP_SOST,HH_SUP_SOST,DC_SUBDIR,HH_SUBDIR,DC_PROF_ENC,HH_PROF_ENC,DC_EDUC_TRAD,HH_EDUC_TRAD,DC_TOT,"HH_TOT,",mat_hom_1,mat_muj_1,mat_ens_1,mat_hom_2,mat_muj_2,mat_ens_2,mat_hom_3,mat_muj_3,mat_ens_3,mat_hom_4,mat_muj_4,mat_ens_4,mat_hom_5,mat_muj_5,mat_ens_5,mat_hom_6,mat_muj_6,mat_ens_6,mat_hom_7,mat_muj_7,mat_ens_7,mat_hom_8,mat_muj_8,mat_ens_8,mat_hom_tot,mat_muj_tot,mat_total
2018,3306,5,ESCUELA PARTICULAR SAN ANTONIO ENCINA,7,74,7401,LINARES,73,LINARES,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3308,1,COLEGIO CONCEPCION LINARES,7,74,7401,LINARES,73,LINARES,3,2,0,1,41,1496,0,0,0,0,1,44,0,0,0,0,1,44,1,44,1,44,0,0,2,82,0,0,0,0,0,0,0,0,47,1754,70,70,140,231,183,414,0,0,0,0,0,0,88,46,134,0,0,0,0,0,0,0,0,0,389,299,688
2018,3310,3,COLEGIO EVANGELICO ADONAY,7,74,7401,LINARES,73,LINARES,3,2,0,1,18,672,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,760,24,26,50,151,108,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,134,309
2018,3311,1,ESCUELA LUCILA GODOY,7,74,7401,LINARES,73,LINARES,3,2,0,1,26,735,0,0,1,41,1,39,1,39,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,893,45,27,72,197,156,353,0,0,0,0,0,0,90,64,154,0,0,0,0,0,0,0,0,0,332,247,579
2018,3313,8,LICEO JUAN DE DIOS PUGA,7,74,7408,YERBAS BUENAS,73,LINARES,2,1,0,1,46,1593,0,0,1,44,1,44,2,74,0,0,2,88,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,54,1931,27,17,44,129,117,246,0,0,0,0,0,0,5,8,13,32,34,66,79,57,136,0,0,0,272,233,505
2018,3314,6,ESCUELA MAITENCILLO,7,74,7408,YERBAS BUENAS,73,LINARES,2,1,1,1,17,620,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,708,16,21,37,85,100,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,121,222
2018,3315,4,ESCUELA SILVANO FERNANDEZ,7,74,7408,YERBAS BUENAS,73,LINARES,2,1,1,1,20,661,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,749,17,15,32,72,69,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,84,173
2018,3316,2,ESCUELA SANTA ANA DE QUERI,7,74,7408,YERBAS BUENAS,73,LINARES,2,1,1,1,13,497,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,541,20,18,38,49,50,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,68,137
2018,3317,0,LICEO JUAN GOMEZ MILLAS,7,74,7408,YERBAS BUENAS,73,LINARES,2,1,1,1,27,985,0,0,0,0,1,44,1,4,0,0,1,44,2,88,1,30,0,0,0,0,0,0,0,0,0,0,0,0,33,1195,13,10,23,88,67,155,0,0,0,0,0,0,27,23,50,16,25,41,0,0,0,0,0,0,144,125,269
2018,3318,9,ESCUELA JORGE SALGADO PICA,7,74,7408,YERBAS BUENAS,73,LINARES,2,1,1,1,11,308,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,396,10,7,17,37,23,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,30,77
2018,3319,7,ESCUELA ALFREDO NOGUERA PRIETO,7,74,7407,VILLA ALEGRE,73,LINARES,2,1,1,1,15,607,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,17,691,15,21,36,67,79,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,100,182
2018,3320,0,ESCUELA BERNARDO OHIGGINS,7,74,7408,YERBAS BUENAS,73,LINARES,2,1,1,1,7,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,8,239,0,0,0,8,3,11,0,0,0,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,19,7,26
2018,3321,9,ESCUELA SANTA ELENA,7,74,7408,YERBAS BUENAS,73,LINARES,2,1,1,1,9,267,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,355,5,7,12,39,41,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,92
2018,3322,7,ESCUELA COIRONAL,7,74,7408,YERBAS BUENAS,73,LINARES,2,1,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,53,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
2018,3323,5,ESCUELA LUIS AMBROSIO CONCHA,7,74,7408,YERBAS BUENAS,73,LINARES,2,1,1,1,20,662,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,750,18,21,39,87,63,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,84,189
2018,3325,1,ESCUELA PARTICULAR ARTURO PRAT,7,74,7408,YERBAS BUENAS,73,LINARES,3,2,1,1,9,280,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,12,412,17,11,28,39,45,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,112
2018,3327,8,ESCUELA AGRICOLA MARTA MARTINEZ CRUZ,7,74,7408,YERBAS BUENAS,73,LINARES,5,4,0,1,18,532,0,0,1,44,1,44,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,60,280,0,0,0,220,60,280
2018,3328,6,LICEO CAPITAN IGNACIO CARRERA PINTO,7,74,7402,COLBUN,73,LINARES,2,1,0,1,43,1497,0,0,2,79,1,44,1,17,0,0,2,80,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,51,1805,0,0,0,0,0,0,0,0,0,0,0,0,27,36,63,0,0,0,224,209,433,0,0,0,251,245,496
2018,3329,4,ESCUELA MAULE SUR,7,74,7402,COLBUN,73,LINARES,2,1,1,1,16,602,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,690,16,12,28,109,88,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,100,225
2018,3330,8,ESCUELA LA FLORESTA,7,74,7402,COLBUN,73,LINARES,2,1,1,1,15,558,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,646,10,14,24,62,49,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,63,135
2018,3331,6,ESCUELA CAPITAN PEDRO HERNAN TRIZANO,7,74,7402,COLBUN,73,LINARES,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3332,4,ESCUELA ANDRES BELLO,7,74,7402,COLBUN,73,LINARES,2,1,1,1,21,767,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,811,18,14,32,99,73,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,87,204
2018,3333,2,ESCUELA CARLOS DEL CAMPO RIVERA,7,74,7402,COLBUN,73,LINARES,2,1,1,1,15,596,0,0,0,0,1,44,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,728,7,10,17,62,58,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,68,137
2018,3334,0,ESCUELA MONSENOR MANUEL LARRAIN E.,7,74,7402,COLBUN,73,LINARES,2,1,1,1,16,608,0,0,0,0,1,44,1,44,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,739,22,21,43,150,119,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,140,312
2018,3335,9,ESCUELA PANIMAVIDA,7,74,7402,COLBUN,73,LINARES,2,1,1,1,28,1108,0,0,0,0,1,44,1,39,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1235,14,16,30,177,206,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,222,413
2018,3336,7,ESCUELA RARI,7,74,7402,COLBUN,73,LINARES,2,1,1,1,6,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,7,189,5,7,12,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,42
2018,3337,5,ESCUELA AMALIA AMSTRONG DE TORRES,7,74,7402,COLBUN,73,LINARES,2,1,1,1,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,6,153,3,4,7,12,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27
2018,3338,3,ESCUELA KURT MOLLER BOCHERENS,7,74,7402,COLBUN,73,LINARES,2,1,1,1,9,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,10,283,15,14,29,16,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,59
2018,3339,1,ESCUELA CELSA TRINIDAD MARQUEZ RODRIGUEZ,7,74,7402,COLBUN,73,LINARES,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3340,5,ESCUELA LA GUARDIA,7,74,7402,COLBUN,73,LINARES,2,1,1,1,4,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,5,138,0,0,0,16,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
2018,3341,3,ESCUELA ALBERTO BLEST GANA,7,74,7402,COLBUN,73,LINARES,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3342,1,ESCUELA RINCON DE PATAGUAS,7,74,7402,COLBUN,73,LINARES,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3344,8,ESCUELA LOS BOLDOS,7,74,7402,COLBUN,73,LINARES,2,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,49,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2018,3345,6,ESCUELA  LOMAS DE PUTAGAN,7,74,7402,COLBUN,73,LINARES,2,1,1,1,10,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,11,359,5,4,9,33,26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,68
2018,3346,4,ESCUELA SANTA ELENA,7,74,7402,COLBUN,73,LINARES,2,1,1,1,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,5,114,0,0,0,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
2018,3347,2,ESCUELA PARTICULAR MARTA BRUNET,7,74,7402,COLBUN,73,LINARES,3,2,0,1,12,377,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,421,0,0,0,130,150,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,150,280
2018,3348,0,LICEO ARTURO ALESSANDRI PALMA,7,74,7403,LONGAVI,73,LINARES,2,1,0,1,41,1398,2,74,1,44,1,44,1,44,0,0,1,44,0,0,1,44,0,0,1,44,0,0,0,0,0,0,0,0,49,1736,0,0,0,0,0,0,0,0,0,0,0,0,63,52,115,19,14,33,142,172,314,0,0,0,224,238,462
2018,3349,9,ESCUELA JUAN DE LA CRUZ DOMINGUEZ G.,7,74,7403,LONGAVI,73,LINARES,2,1,0,1,29,1116,0,0,0,0,1,44,3,106,0,0,1,44,1,44,0,0,0,0,0,0,0,0,1,44,0,0,0,0,36,1398,0,0,0,201,190,391,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,209,194,403
2018,3350,2,ESC. MARIA RETAMAL ESPINOZA CERRADA,7,74,7403,LONGAVI,73,LINARES,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3351,0,ESCUELA  CELIA PEREZ BELTRAN,7,74,7403,LONGAVI,73,LINARES,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3352,9,ESCUELA ANSELMO DEL CARMEN TAPIA LOYOLA,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,14,536,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,580,12,9,21,58,57,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,66,136
2018,3353,7,ESCUELA ROBERTO OPAZO GALVEZ,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,9,360,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,12,492,17,12,29,62,47,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,59,138
2018,3354,5,ESCUELA ONOFRE VASQUEZ NORAMBUENA,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,15,592,0,0,0,0,1,44,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,646,23,13,36,85,65,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,78,186
2018,3355,3,ESCUELA GABRIELA MISTRAL,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,15,410,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,17,496,7,5,12,51,34,85,0,0,0,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,67,46,113
2018,3356,1,ESCUELA CARDENAL JOSE MARIA CARO,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,15,652,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,696,19,27,46,117,104,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,131,267
2018,3358,8,ESCUELA JOSE MIGUEL CARRERA,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,12,446,0,0,0,0,1,44,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,498,10,7,17,38,34,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,41,89
2018,3359,6,LICEO LAURA URRUTIA BENAVENTE,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,24,858,0,0,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,990,14,15,29,53,54,107,0,0,0,0,0,0,34,26,60,9,7,16,0,0,0,0,0,0,110,102,212
2018,3361,8,ESCUELA FRANCISCO URRUTIA URRUTIA,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,16,619,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,18,707,21,15,36,88,91,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,106,215
2018,3362,6,ESCUELA GABRIEL BENAVENTE BENAVENTE,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,28,784,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,828,20,16,36,108,97,205,0,0,0,5,5,10,0,0,0,10,8,18,0,0,0,0,0,0,143,126,269
2018,3363,4,ESCUELA ROBERTO TAPIA ALARCON,7,74,7403,LONGAVI,73,LINARES,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3364,2,ESCUELA LUIS PEREIRA INIGUEZ,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,8,274,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,318,3,4,7,18,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,49
2018,3365,0,ESCUELA MARIA AMBROSIA TAPIA MENDEZ,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,11,396,0,0,0,0,1,44,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,504,12,15,27,48,52,100,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,62,70,132
2018,3366,9,ESCUELA CARLOS MONTERO JARAMILLO,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,4,143,0,0,0,0,1,44,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,193,4,6,10,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23
2018,3367,7,ESCUELA DOMINGA CUELLAR IBANEZ,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,90,0,0,0,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
2018,3368,5,ESCUELA JUAN SEGUNDO MUNOZ BRIONES,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,9,325,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,413,3,7,10,46,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,43,92
2018,3369,3,ESCUELA ROBERTO MUNOZ VALDES,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,1,6,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
2018,3370,7,ESCUELA ESTER CASTRO ENCINA,7,74,7403,LONGAVI,73,LINARES,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3371,5,ESCUELA PAULA JARAQUEMADA,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,7,300,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,9,388,6,5,11,32,34,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,77
2018,3373,1,ESCUELA EL CARMEN,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,9,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,10,334,10,13,23,24,27,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,74
2018,3375,8,ESCUELA CARLOS CONDELL,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,44,0,0,2,50,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
2018,3376,6,ESCUELA MARCELA PAZ,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,12,485,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,573,11,9,20,67,62,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,71,149
2018,3377,4,ESCUELA MANUEL ROZAS ARISTIA,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,2,56,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
2018,3378,2,ESCUELA SOFIA VASQUEZ REBOLLEDO,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,1,44,0,0,2,61,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2018,3379,0,ESCUELA EUSEBIO LILLO ROBLES,7,74,7403,LONGAVI,73,LINARES,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3380,4,ESCUELA ADRIAN PARRA CARES,7,74,7403,LONGAVI,73,LINARES,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3381,2,ESCUELA ANGEL CRUCHAGA SANTA MARIA,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,14,531,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,575,7,16,23,62,46,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,62,131
2018,3382,0,ESCUELA PEDRO ALESSANDRI VARGAS,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,14,600,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,644,13,13,26,75,67,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,80,168
2018,3383,9,ESCUELA SANTIAGO BUERAS AVARIA,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,95,0,0,0,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
2018,3384,7,ESCUELA RAMBERTO CARRERA MARTINEZ,7,74,7403,LONGAVI,73,LINARES,2,1,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,53,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2018,3385,5,ESCUELA PARTICULAR NRO 9 LOS CERRILLOS,7,74,7403,LONGAVI,73,LINARES,3,2,1,1,4,160,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,204,0,0,0,25,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50
2018,3386,3,ESCUELA PROF.REMIGIO AGURTO FUENTES,7,74,7404,PARRAL,73,LINARES,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3387,1,LICEO FEDERICO HEISE MARTI,7,74,7404,PARRAL,73,LINARES,2,1,0,1,49,1551,1,44,0,0,1,44,3,69,0,0,1,44,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,58,1884,0,0,0,23,18,41,0,0,0,0,0,0,195,159,354,0,0,0,89,85,174,0,0,0,307,262,569
2018,3389,8,ESCUELA SANTIAGO URRUTIA BENAVENTE,7,74,7404,PARRAL,73,LINARES,2,1,0,1,23,774,0,0,0,0,1,44,1,40,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,946,8,12,20,101,88,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,100,209
2018,3390,1,ESCUELA LUIS ARMANDO GOMEZ MUNOZ,7,74,7404,PARRAL,73,LINARES,2,1,0,1,30,1099,1,44,0,0,1,44,3,116,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1347,8,9,17,137,142,279,0,0,0,82,80,162,0,0,0,0,0,0,0,0,0,0,0,0,227,231,458
2018,3393,6,ESCUELA ARRAU MENDEZ,7,74,7404,PARRAL,73,LINARES,2,1,0,1,22,720,0,0,0,0,1,44,2,38,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,846,15,8,23,123,99,222,17,8,25,0,0,0,0,0,0,19,27,46,0,0,0,0,0,0,174,142,316
