AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;ESTADO_ESTAB;DC_A;HH_A;DC_UTP;HH_UTP;DC_PDIR;HH_PDIR;DC_DIR;HH_DIR;DC_OES;HH_OES;DC_OF;HH_OF;DC_JUTP;HH_JUTP;DC_IG;HH_IG;DC_OR;HH_OR;DC_DIR_SOST;HH_DIR_SOST;DC_TP_SOST;HH_TP_SOST;DC_SUP_SOST;HH_SUP_SOST;DC_SUBDIR;HH_SUBDIR;DC_PROF_ENC;HH_PROF_ENC;DC_EDUC_TRAD;HH_EDUC_TRAD;DC_TOT;HH_TOT,
2018;1354;4;LICEO POLIVALENTE FERNANDO SILVA CASTELLÓN;5;57;5702;CATEMU;52;LOS ANDES;2;1;0;1;32;1175;0;0;1;44;1;44;0;0;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;37;1395
2018;1355;2;ESCUELA EL COBRE;5;57;5702;CATEMU;52;LOS ANDES;2;1;1;1;17;595;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;683
2018;1356;0;ESC REBECA JOHNSON GARCIA-HUIDOBRO;5;57;5702;CATEMU;52;LOS ANDES;2;1;1;1;8;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;9;197
2018;1357;9;ESCUELA LA COLONIA;5;57;5702;CATEMU;52;LOS ANDES;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1358;7;ESCUELA BASICA EL NILHUE;5;57;5702;CATEMU;52;LOS ANDES;2;1;1;1;18;714;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;758
2018;1359;5;ESCUELA BASICA LOS CERRILLOS;5;57;5702;CATEMU;52;LOS ANDES;2;1;1;1;16;503;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;591
2018;1360;9;ESCUELA BASICA SANTA MARGARITA;5;57;5702;CATEMU;52;LOS ANDES;2;1;0;1;12;374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;13;418
2018;1361;7;COLEGIO PARTICULAR CALIFORNIA;5;57;5702;CATEMU;52;LOS ANDES;3;2;0;1;20;724;0;0;1;44;1;44;7;209;0;0;1;40;0;0;0;0;0;0;0;0;1;42;0;0;0;0;0;0;31;1103
2018;1362;5;ESCUELA AGRICOLA SALESIANA F. HUIDOBRO;5;57;5702;CATEMU;52;LOS ANDES;3;2;0;1;16;510;0;0;2;73;1;44;2;67;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;782
2018;1363;3;LICEO SANTIAGO ESCUTI ORREGO;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;1;57;1824;1;44;0;0;1;44;3;130;0;0;2;66;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;66;2196
2018;1364;1;COLEGIO VALLE DE QUILLOTA;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;1;35;1264;0;0;0;0;1;44;4;135;0;0;2;88;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;44;1619
2018;1366;8;LICEO COMERCIAL DE QUILLOTA;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;1;38;1278;0;0;0;0;1;44;4;126;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;1;44;46;1580
2018;1367;6;COLEGIO ROBERTO MATTA;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;1;32;1002;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;1090
2018;1368;4;ESCUELA BASICA CANADA;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;1;48;1834;0;0;0;0;1;44;2;70;0;0;0;0;1;44;1;44;0;0;1;44;0;0;0;0;0;0;0;0;54;2080
2018;1369;2;ESCUELA SUPERIOR Nº 1;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;1;21;831;0;0;0;0;1;44;1;44;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1007
2018;1370;6;COLEGIO REPÚBLICA DE MÉXICO;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;1;26;975;0;0;0;0;1;44;6;240;0;0;1;44;1;44;0;0;0;0;1;44;0;0;0;0;0;0;2;71;38;1462
2018;1371;4;COLEGIO ARAUCO;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;1;51;1963;0;0;0;0;1;44;1;38;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;2133
2018;1373;0;ESCUELA BASICA;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1374;9;ESCUELA ESPECIAL LOS PALTOS;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;1;10;321;0;0;0;0;1;44;0;0;0;0;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;403
2018;1375;7;ESCUELA DE DEPORTES;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1376;5;ESCUELA BASICA RAMON FREIRE;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1377;3;ESCUELA NUESTRO MUNDO;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;1;27;1060;0;0;0;0;1;44;1;18;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1210
2018;1378;1;ESCUELA BASICA ABEL GUERRERO AGUIRRE;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;1;1;23;890;1;44;0;0;1;44;0;0;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;1;30;28;1096
2018;1383;8;ESCUELA BASICA JAIME PAVEZ BADILLA;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1384;6;COLEGIO CUMBRES DE BOCO;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;1;19;746;0;0;0;0;1;44;1;44;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;1;44;24;966
2018;1385;4;ESCUELA BASICA LA PALMA;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;0;1;23;830;0;0;0;0;1;44;1;30;1;6;1;44;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;992
2018;1386;2;ESCUELA DE SAN ISIDRO;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1387;0;ESCUELA EDUCACION GENERAL BASICA;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1388;9;ESCUELA BASICA MANZANAR;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1389;7;ESCUELA  CRISTINA DURAN;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;1;1;11;316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;12;360
2018;1390;0;ESCUELA BASICA LAS PATAGUAS;5;55;5501;QUILLOTA;51;QUILLOTA;2;1;1;1;12;334;0;0;1;44;0;0;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;15;457
2018;1391;9;LICEO COMERCIAL PARTICULAR;5;55;5501;QUILLOTA;51;QUILLOTA;4;3;0;1;11;179;0;0;1;44;1;44;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;277
2018;1392;7;COLEGIO FRANCISCO DE MIRANDA;5;55;5501;QUILLOTA;51;QUILLOTA;3;2;0;1;24;668;1;44;2;50;1;44;0;0;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;850
2018;1393;5;COLEGIO NIÑO JESUS DE PRAGA;5;55;5501;QUILLOTA;51;QUILLOTA;3;2;0;1;29;930;0;0;0;0;1;44;0;0;0;0;0;0;1;44;1;44;0;0;1;44;0;0;0;0;0;0;0;0;33;1106
2018;1394;3;ESCUELA PART. SAGRADOS CORAZONES;5;55;5502;CALERA;51;QUILLOTA;3;2;0;1;13;433;1;38;1;31;1;44;1;38;0;0;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;622
2018;1395;1;COLEGIO SAN PEDRO NOLASCO DE QUILLOTA;5;55;5501;QUILLOTA;51;QUILLOTA;3;2;0;1;44;1530;3;126;1;44;1;44;0;0;0;0;0;0;0;0;1;40;0;0;1;40;0;0;0;0;0;0;0;0;51;1824
2018;1397;8;ESC.PART INDUSTRIAL E.BERTELSEN TEMPLE;5;55;5501;QUILLOTA;51;QUILLOTA;3;2;0;1;65;2491;0;0;5;212;0;0;12;409;0;0;0;0;1;44;1;40;0;0;1;44;0;0;0;0;1;44;0;0;86;3284
2018;1400;1;COLEGIO SAN LUIS;5;55;5501;QUILLOTA;51;QUILLOTA;3;2;0;1;12;318;0;0;0;0;1;44;0;0;0;0;0;0;0;0;1;22;0;0;0;0;0;0;0;0;0;0;0;0;14;384
2018;1402;8;CENTRO EDUCACIONAL ARCO IRIS BAJO EL SOL;5;55;5501;QUILLOTA;51;QUILLOTA;3;2;0;1;5;189;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;233
2018;1403;6;COL.NTRA.SEÑORA DEL HUERTO;5;55;5501;QUILLOTA;51;QUILLOTA;4;3;0;1;48;1339;2;88;0;0;1;44;0;0;0;0;0;0;0;0;1;30;0;0;0;0;0;0;0;0;0;0;0;0;52;1501
2018;1404;4;INSTITUTO RAFAEL ARIZTIA;5;55;5501;QUILLOTA;51;QUILLOTA;4;3;0;1;69;2371;0;0;3;103;1;44;4;86;0;0;0;0;5;209;2;71;1;44;0;0;0;0;0;0;0;0;0;0;85;2928
2018;1405;2;COLEGIO INGLES DE QUILLOTA;5;55;5501;QUILLOTA;51;QUILLOTA;3;2;0;1;41;1527;6;235;1;44;1;44;5;210;0;0;1;44;1;44;1;44;0;0;0;0;0;0;1;44;0;0;0;0;58;2236
2018;1406;0;COLEGIO PAIDEIA;5;55;5501;QUILLOTA;51;QUILLOTA;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1408;7;ASOCIACION CRISTIANA FEMENINA;5;55;5501;QUILLOTA;51;QUILLOTA;4;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1409;5;JARDIN INFANTIL OSO YOGUI;5;55;5501;QUILLOTA;51;QUILLOTA;4;3;0;1;4;156;0;0;1;44;1;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;240
2018;1412;5;COLEGIO ROBERT AND ROSE;5;55;5501;QUILLOTA;51;QUILLOTA;4;3;0;1;23;697;0;0;0;0;1;44;0;0;0;0;1;44;2;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;873
2018;1413;3;COLEGIO QUILLOTA ENGLISH COLLEGE;5;55;5501;QUILLOTA;51;QUILLOTA;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1414;1;COLEGIO LEONARDO DA VINCI;5;55;5504;LA CRUZ;51;QUILLOTA;2;1;0;1;26;819;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;907
2018;1416;8;COLEGIO MARIA ALONSO CHACON;5;55;5504;LA CRUZ;51;QUILLOTA;2;1;0;1;13;463;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;551
2018;1417;6;COLEGIO BOLONIA;5;55;5504;LA CRUZ;51;QUILLOTA;2;1;1;1;9;343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;10;387
2018;1418;4;ESCUELA BASICA;5;55;5504;LA CRUZ;51;QUILLOTA;2;1;1;1;3;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;4;150
2018;1419;2;COLEGIO DOMINGO SANTA CRUZ WILSON;5;55;5504;LA CRUZ;51;QUILLOTA;2;1;1;1;7;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;8;257
2018;1421;4;LICEO SAN ISIDRO;5;55;5504;LA CRUZ;51;QUILLOTA;3;2;0;1;22;605;0;0;0;0;1;44;1;27;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;764
2018;1422;2;LICEO PEDRO DE VALDIVIA;5;55;5502;CALERA;51;QUILLOTA;2;1;0;1;22;566;1;44;1;44;1;44;3;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;799
2018;1423;0;ESCUELA BASICA JOSEFINA HUICI;5;55;5502;CALERA;51;QUILLOTA;2;1;0;1;15;564;1;44;0;0;1;44;2;82;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;778
2018;1424;9;ESCUELA BASICA IRMA SAPIAIN;5;55;5502;CALERA;51;QUILLOTA;2;1;0;1;18;708;0;0;0;0;1;44;1;30;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;826
2018;1425;7;COMPLEJO EDUCACIONAL LAS ACACIAS DE ARTIFICIO;5;55;5502;CALERA;51;QUILLOTA;2;1;0;1;30;1050;2;88;1;44;1;44;3;132;0;0;0;0;0;0;0;0;0;0;1;44;0;0;0;0;0;0;0;0;38;1402
2018;1426;5;ESCUELA BASICA ALMIRANTE LATORRE;5;55;5502;CALERA;51;QUILLOTA;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1427;3;ESCUELA BASICA PALESTINA;5;55;5502;CALERA;51;QUILLOTA;2;1;0;1;17;580;0;0;0;0;1;44;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;712
2018;1428;1;ESCUELA ESPECIAL JESUS DE NAZARETH;5;55;5502;CALERA;51;QUILLOTA;2;1;0;1;10;401;0;0;0;0;1;44;1;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;484
2018;1430;3;ESCUELA BASICA GABRIELA MISTRAL;5;55;5502;CALERA;51;QUILLOTA;2;1;0;1;13;537;0;0;0;0;1;44;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;669
2018;1431;1;ESCUELA BASICA SANTA ROSA DEL HUERTO;5;55;5502;CALERA;51;QUILLOTA;2;1;0;1;15;548;0;0;1;44;1;44;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;724
2018;1433;8;ESCUELA BASICA EL LIBERTADOR;5;55;5502;CALERA;51;QUILLOTA;2;1;0;1;17;663;0;0;0;0;1;44;2;82;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;833
2018;1434;6;ESCUELA DE DEPORTES;5;55;5502;CALERA;51;QUILLOTA;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1435;4;ESCUELA BASICA VILLA LA FLORIDA;5;55;5502;CALERA;51;QUILLOTA;2;1;1;1;13;528;0;0;0;0;1;44;2;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;654
2018;1436;2;LICEO PARTICULAR SAN JOSE;5;55;5502;CALERA;51;QUILLOTA;3;2;0;1;47;1417;0;0;1;40;1;44;0;0;0;0;2;88;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;54;1721
2018;1437;0;COLEGIO TERESA BROWN DE ARIZTIA;5;55;5502;CALERA;51;QUILLOTA;3;2;0;1;37;1312;1;32;2;88;1;44;3;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;1;40;46;1678
2018;1438;9;COLEGIO SAULO DE TARSO;5;55;5502;CALERA;51;QUILLOTA;3;2;0;1;11;303;1;40;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;387
2018;1440;0;COLEGIO LUCERO;5;55;5502;CALERA;51;QUILLOTA;4;3;0;1;4;122;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;210
2018;1441;9;BARRIO ESTADIO MUNICIPAL;5;55;5502;CALERA;51;QUILLOTA;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1442;7;COLEGIO JOHN CRANE;5;55;5502;CALERA;51;QUILLOTA;3;2;0;1;15;493;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;581
2018;1443;5;LICEO INDUSTRIAL A-16 OSCAR CORONA BARAHO;5;55;5502;CALERA;51;QUILLOTA;5;4;0;1;33;1218;0;0;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;1350
2018;1444;3;LICEO MUNICIPAL JUAN RUSQUE PORTAL;5;55;5506;NOGALES;51;QUILLOTA;2;1;0;1;40;1477;1;44;0;0;1;44;3;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1663
2018;1445;1;COLEGIO EL MELÓN;5;55;5506;NOGALES;51;QUILLOTA;2;1;0;1;38;1433;0;0;0;0;1;44;2;54;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;1575
2018;1447;8;ESCUELA BASICA ULDA ARACENA GONZALEZ;5;55;5506;NOGALES;51;QUILLOTA;2;1;0;1;35;1281;0;0;1;44;1;44;2;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;1441
2018;1448;6;ESCUELA BASICA LA PENA;5;55;5506;NOGALES;51;QUILLOTA;2;1;1;1;14;492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;15;536
2018;1449;4;LICEO FELIPE CORTES;5;55;5506;NOGALES;51;QUILLOTA;3;2;0;1;53;1958;1;44;1;44;1;44;1;44;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;60;2266
2018;1450;8;COLEGIO SANTA ISABEL;5;55;5506;NOGALES;51;QUILLOTA;3;2;0;1;34;1198;0;0;1;44;1;44;4;160;0;0;1;44;1;44;1;32;0;0;0;0;0;0;0;0;0;0;0;0;43;1566
2018;1452;4;ESCUELA PARTICULAR BAMBI;5;55;5506;NOGALES;51;QUILLOTA;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1453;2;LICEO MUNICIPAL LUIS LABORDA;5;55;5503;HIJUELAS;51;QUILLOTA;2;1;0;1;57;2174;2;88;0;0;1;44;2;88;1;44;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;65;2526
2018;1454;0;ESCUELA ADRIANA RIQUELME NUNEZ;5;55;5503;HIJUELAS;51;QUILLOTA;2;1;0;1;15;570;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;614
2018;1455;9;ESCUELA MONICA HURTADO EDWARDS;5;55;5503;HIJUELAS;51;QUILLOTA;2;1;1;1;23;888;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;932
2018;1456;7;ESCUELA ANA JESUS IBACACHE;5;55;5503;HIJUELAS;51;QUILLOTA;2;1;1;1;12;449;0;0;0;0;1;44;2;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;581
2018;1457;5;ESCUELA BASICA BENJAMIN MATTE LARRAIN;5;55;5503;HIJUELAS;51;QUILLOTA;2;1;1;1;17;682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;18;726
2018;1458;3;ESCUELA BASICA LA SOMBRA;5;55;5503;HIJUELAS;51;QUILLOTA;2;1;1;1;15;561;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;605
2018;1459;1;ESCUELA BASICA RABUCO;5;55;5503;HIJUELAS;51;QUILLOTA;2;1;1;1;18;702;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;746
2018;1460;5;ESCUELA BASICA CALIXTO OVALLE URZUA;5;55;5503;HIJUELAS;51;QUILLOTA;2;1;1;1;4;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;5;80
2018;1461;3;ESCUELA MONTE CARMELO;5;55;5502;CALERA;51;QUILLOTA;2;1;1;1;9;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;10;364
2018;1462;1;ESCUELA BASICA LOS TILOS DE HUALCAPO;5;55;5503;HIJUELAS;51;QUILLOTA;2;1;1;1;7;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;8;244
2018;1464;8;LICEO DE LIMACHE;5;58;5802;LIMACHE;51;QUILLOTA;2;1;0;1;50;1651;0;0;0;0;1;44;3;130;1;44;0;0;2;88;1;44;0;0;0;0;2;88;1;44;0;0;0;0;61;2133
2018;1465;6;ESCUELA COEDUC TTE HERNAN MERINO CORREA;5;58;5802;LIMACHE;51;QUILLOTA;2;1;0;1;29;1024;0;0;0;0;1;44;2;84;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1196
2018;1466;4;ESCUELA SUPERIOR MIXTA Nº 88;5;58;5802;LIMACHE;51;QUILLOTA;2;1;0;1;31;1128;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1216
2018;1467;2;COLEGIO PASION DE JESUS DE LIMACHE;5;58;5802;LIMACHE;51;QUILLOTA;2;1;0;1;29;977;0;0;0;0;1;44;4;32;0;0;1;44;0;0;0;0;0;0;1;44;0;0;1;44;0;0;0;0;37;1185
2018;1468;0;ESCUELA BASICA BRASILIA;5;58;5802;LIMACHE;51;QUILLOTA;2;1;0;1;20;649;0;0;0;0;1;44;2;51;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;788
2018;1469;9;ESCUELA BASICA HEROES DE CHILE;5;58;5802;LIMACHE;51;QUILLOTA;2;1;0;1;32;1183;0;0;0;0;1;44;0;0;0;0;1;44;0;0;1;39;0;0;0;0;0;0;0;0;0;0;0;0;35;1310
2018;1470;2;ESCUELA DE DEPORTES;5;58;5802;LIMACHE;51;QUILLOTA;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1471;0;ESCUELA LIMACHITO;5;58;5802;LIMACHE;51;QUILLOTA;2;1;0;1;17;536;1;44;0;0;1;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;43;20;666
2018;1472;9;ESCUELA BASICA LOS MAITENES;5;58;5802;LIMACHE;51;QUILLOTA;2;1;0;1;20;661;1;44;0;0;1;44;2;54;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;833
2018;1473;7;ESCUELA TABOLANGO;5;58;5802;LIMACHE;51;QUILLOTA;2;1;1;1;4;130;0;0;0;0;0;0;1;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;6;215
2018;1474;5;ESCUELA BASICA PUENTE COLMO;5;51;5103;CONCON;53;VALPARAISO;2;1;0;1;25;819;0;0;0;0;1;44;2;52;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;959
2018;1475;3;ESC. BASICA TRANQUE LLIU LLIU;5;58;5802;LIMACHE;51;QUILLOTA;2;1;1;1;6;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;7;189
2018;1476;1;ESCUELA BASICA QUINTA;5;58;5802;LIMACHE;51;QUILLOTA;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1478;8;COLEGIO DE LA SANTA CRUZ;5;58;5802;LIMACHE;51;QUILLOTA;3;2;0;1;29;702;0;0;0;0;1;44;5;98;0;0;1;44;1;44;1;37;0;0;0;0;0;0;0;0;0;0;0;0;38;969
2018;1479;6;ESCUELA ROSA MARTINEZ;5;58;5802;LIMACHE;51;QUILLOTA;3;2;0;1;18;421;0;0;1;22;1;35;3;112;0;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;610
2018;1481;8;COLEGIO INGLES RELIGIOSAS PASIONISTAS;5;58;5802;LIMACHE;51;QUILLOTA;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1482;6;COLEGIO LIMACHE COLLEGE;5;58;5802;LIMACHE;51;QUILLOTA;3;2;0;1;36;913;0;0;0;0;1;44;0;0;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;1045
2018;1483;4;ESC PART MICAELA DESMAISSIERES;5;58;5802;LIMACHE;51;QUILLOTA;3;2;0;1;20;629;1;31;0;0;1;44;0;0;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;748
2018;1484;2;ESCUELA PARTICULAR INST. SANTA MARIA;5;58;5802;LIMACHE;51;QUILLOTA;3;2;0;1;28;829;0;0;0;0;1;44;3;86;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1003
