AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;ESTADO_ESTAB;DC_A;HH_A;DC_UTP;HH_UTP;DC_PDIR;HH_PDIR;DC_DIR;HH_DIR;DC_OES;HH_OES;DC_OF;HH_OF;DC_JUTP;HH_JUTP;DC_IG;HH_IG;DC_OR;HH_OR;DC_DIR_SOST;HH_DIR_SOST;DC_TP_SOST;HH_TP_SOST;DC_SUP_SOST;HH_SUP_SOST;DC_SUBDIR;HH_SUBDIR;DC_PROF_ENC;HH_PROF_ENC;DC_EDUC_TRAD;HH_EDUC_TRAD;DC_TOT;HH_TOT,
2018;1;9;LICEO POLITECNICO ARICA;15;151;15101;ARICA;151;ARICA;2;1;0;1;65;1852;0;0;0;0;1;44;1;14;0;0;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;69;1998
2018;2;7;PARVULARIO LAS ESPIGUITAS;15;151;15101;ARICA;151;ARICA;2;1;0;1;8;311;0;0;0;0;1;44;4;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;445
2018;3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;15;151;15101;ARICA;151;ARICA;2;1;1;1;23;829;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;917
2018;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;151;ARICA;2;1;0;1;48;1843;0;0;0;0;1;44;14;420;0;0;1;44;2;88;3;132;0;0;0;0;0;0;0;0;0;0;0;0;69;2571
2018;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;151;ARICA;2;1;0;1;59;2161;2;88;2;88;1;44;3;94;0;0;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;69;2563
2018;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;2;1;0;1;73;2793;2;61;0;0;1;44;2;49;0;0;2;88;1;44;2;88;1;44;3;124;0;0;0;0;0;0;0;0;87;3335
2018;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;151;ARICA;2;1;0;1;42;1417;0;0;1;44;1;44;4;152;0;0;1;44;2;88;2;88;0;0;0;0;0;0;0;0;0;0;0;0;53;1877
2018;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;151;ARICA;2;1;0;1;82;2975;0;0;0;0;1;44;4;139;0;0;0;0;2;88;2;74;0;0;2;84;0;0;0;0;0;0;0;0;93;3404
2018;10;8;ESCUELA REPUBLICA DE FRANCIA;15;151;15101;ARICA;151;ARICA;2;1;0;1;13;362;2;88;0;0;1;44;5;181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;22;689
2018;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;151;ARICA;2;1;0;1;30;1056;0;0;0;0;1;44;2;84;0;0;1;44;2;88;1;44;0;0;0;0;0;0;0;0;0;0;2;45;39;1405
2018;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;151;ARICA;2;1;0;1;24;761;0;0;0;0;1;44;3;90;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;31;1027
2018;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;151;15101;ARICA;151;ARICA;2;1;0;1;17;586;0;0;0;0;1;44;5;163;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;26;925
2018;14;0;ESCUELA ROMULO J. PENA MATURANA;15;151;15101;ARICA;151;ARICA;2;1;0;1;22;699;0;0;0;0;1;44;3;78;0;0;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;28;909
2018;15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI;15;151;15101;ARICA;151;ARICA;2;1;0;1;52;1693;1;44;1;44;1;44;3;121;0;0;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;60;2034
2018;16;7;ESCUELA REGIMIENTO RANCAGUA;15;151;15101;ARICA;151;ARICA;2;1;0;1;21;699;0;0;1;44;1;44;6;154;0;0;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;31;1029
2018;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;151;15101;ARICA;151;ARICA;2;1;0;1;25;931;0;0;0;0;1;44;0;0;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;29;1107
2018;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;151;15101;ARICA;151;ARICA;2;1;0;1;28;978;0;0;0;0;1;44;3;94;0;0;1;44;1;44;1;44;0;0;1;40;0;0;0;0;0;0;0;0;36;1288
2018;19;1;ESC. HUMBERTO VALENZUELA GARCIA;15;151;15101;ARICA;151;ARICA;2;1;0;1;22;743;0;0;0;0;1;44;1;30;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;2;66;29;1015
2018;20;5;ESCUELA TUCAPEL;15;151;15101;ARICA;151;ARICA;2;1;0;1;36;1312;0;0;0;0;1;44;10;267;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;50;1755
2018;21;3;ESCUELA CARLOS GUIRAO MASSIF;15;151;15101;ARICA;151;ARICA;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;2;1;0;1;71;2628;0;0;0;0;1;44;0;0;0;0;1;44;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;76;2848
2018;25;6;COLEGIO CENTENARIO DE ARICA;15;151;15101;ARICA;151;ARICA;2;1;0;1;45;1642;1;44;0;0;1;44;5;207;0;0;1;44;1;44;2;88;0;0;0;0;0;0;0;0;0;0;0;0;56;2113
2018;26;4;ESCUELA REPUBLICA DE ARGENTINA;15;151;15101;ARICA;151;ARICA;2;1;0;1;18;642;0;0;0;0;1;44;4;64;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;794
2018;27;2;ESCUELA ESMERALDA;15;151;15101;ARICA;151;ARICA;2;1;0;1;23;696;0;0;0;0;1;44;0;0;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;828
2018;28;0;ESCUELA RICARDO SILVA ARRIAGADA;15;151;15101;ARICA;151;ARICA;2;1;0;1;38;1270;0;0;0;0;1;44;2;76;0;0;2;84;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;46;1606
2018;29;9;ESCUELA AMERICA;15;151;15101;ARICA;151;ARICA;2;1;0;1;44;1547;0;0;0;0;1;44;0;0;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;48;1723
2018;30;2;ESCUELA DR. RICARDO OLEA GUERRA;15;151;15101;ARICA;151;ARICA;2;1;0;1;23;777;0;0;0;0;1;44;0;0;0;0;1;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;853
2018;31;0;ESCUELA DARIO SALAS DIAZ;15;151;15101;ARICA;151;ARICA;2;1;1;1;24;910;0;0;0;0;1;44;7;206;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;35;1292
2018;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;151;15101;ARICA;151;ARICA;2;1;1;1;44;1653;0;0;0;0;1;44;2;85;0;0;0;0;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;50;1914
2018;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;15;151;15101;ARICA;151;ARICA;2;1;1;1;16;602;0;0;0;0;1;44;1;40;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;730
2018;35;3;ESCUELA GRAL. MANUEL BAQUEDANO;15;151;15101;ARICA;151;ARICA;2;1;1;1;8;217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;9;261
2018;36;1;ESCUELA IGNACIO CARRERA PINTO;15;151;15101;ARICA;151;ARICA;2;1;0;1;25;793;1;44;0;0;1;44;5;177;0;0;0;0;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;35;1190
2018;38;8;ESCUELA ESPAÑA;15;151;15101;ARICA;151;ARICA;2;1;1;1;32;1280;0;0;0;0;1;44;2;42;0;0;1;44;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;38;1498
2018;39;6;ESCUELA PAMPA ALGODONAL;15;151;15101;ARICA;151;ARICA;2;1;1;1;6;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;7;198
2018;41;8;ESCUELA VALLE DE CHACA;15;151;15101;ARICA;151;ARICA;2;1;1;1;3;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;4;104
2018;42;6;ESCUELA MOLINOS LLUTA;15;151;15101;ARICA;151;ARICA;2;1;1;1;3;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;4;93
2018;43;4;JARDIN INFANTIL CEPILLIN;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;30;1;20;0;0;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;80
2018;44;2;JARDIN INFANTIL PEQUENILANDIA;15;151;15101;ARICA;151;ARICA;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;45;0;COLEGIO ITALIANO SANTA ANA;15;151;15101;ARICA;151;ARICA;3;2;0;1;43;1440;0;0;0;0;1;44;4;150;0;0;2;88;1;44;0;0;0;0;0;0;0;0;1;44;0;0;0;0;52;1810
2018;46;9;JARDIN INFANTIL SAN ANDRES;15;151;15101;ARICA;151;ARICA;3;2;0;3;1;30;0;0;0;0;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;60
2018;47;7;J.  I. KURUMI;15;151;15101;ARICA;151;ARICA;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;49;3;JARDIN INFANTIL PADRE LUIS GALLARDO;15;151;15101;ARICA;151;ARICA;3;2;0;1;2;60;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;104
2018;50;7;COLEGIO ADVENTISTA DE ARICA;15;151;15101;ARICA;151;ARICA;3;2;0;1;28;1080;0;0;0;0;1;44;11;364;0;0;2;88;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;44;1664
2018;51;5;ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR;15;151;15101;ARICA;151;ARICA;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;52;3;LICEO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;141;5419;5;220;0;0;1;44;4;167;1;8;2;88;2;88;3;103;0;0;0;0;0;0;0;0;0;0;0;0;159;6137
2018;55;8;JARDIN INFANTIL MONTESSORI GARDEN;15;151;15101;ARICA;151;ARICA;3;2;0;1;9;294;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;338
2018;56;6;COLEGIO SAN MARCOS DE ARICA;15;151;15101;ARICA;151;ARICA;3;2;0;1;41;1447;0;0;0;0;1;44;6;197;0;0;1;44;1;44;2;82;0;0;0;0;0;0;0;0;0;0;0;0;52;1858
2018;57;4;JARDIN INFANTIL ZORZALITO;15;151;15101;ARICA;151;ARICA;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;58;2;JARDIN INFANTIL PETETE J.M. BORGOÐO;15;151;15101;ARICA;151;ARICA;3;2;0;1;4;120;0;0;0;0;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;155
2018;59;0;COLEGIO SAN JORGE;15;151;15101;ARICA;151;ARICA;4;3;0;1;38;1344;0;0;1;44;1;44;4;165;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1641
2018;60;4;COLEGIO ALEMAN DE ARICA;15;151;15101;ARICA;151;ARICA;3;2;0;1;37;1408;1;38;0;0;1;44;3;118;0;0;2;88;1;44;1;44;0;0;1;44;0;0;1;44;0;0;0;0;48;1872
2018;65;5;J.  I.  SOLDADITO DE PLOMO;15;151;15101;ARICA;151;ARICA;4;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;66;3;JARDIN INFANTIL PLUTO;15;151;15101;ARICA;151;ARICA;3;2;0;1;0;0;0;0;0;0;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30
2018;67;1;ABRAHAM LINCOLN SCHOOL;15;151;15101;ARICA;151;ARICA;3;2;0;1;29;866;1;40;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;950
2018;69;8;JUNIOR COLLEGE;15;151;15101;ARICA;151;ARICA;4;3;0;1;55;1560;1;44;0;0;1;22;0;0;0;0;0;0;2;88;2;54;0;0;0;0;1;44;0;0;0;0;0;0;62;1812
2018;70;1;ESCUELA VALLE DE ESQUINA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;51
2018;72;8;LICEO  VALLE DE CODPA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;10;278;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;366
2018;73;6;ESCUELA VALLE DE COBIJA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;49
2018;74;4;ESCUELA VALLE DE CAMARONES;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;51
2018;75;2;ESCUELA VALLE DE GUANACAGUA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;49
2018;76;0;ESCUELA VALLE DE CUYA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;4;56
2018;78;7;LICEO GRANADEROS;15;152;15201;PUTRE;151;ARICA;2;1;1;1;27;894;0;0;0;0;1;44;0;0;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;982
2018;79;5;ESCUELA EL MARQUEZ;15;152;15201;PUTRE;151;ARICA;2;1;1;1;3;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;4;130
2018;81;7;ESCUELA PAYACHATAS;15;152;15201;PUTRE;151;ARICA;2;1;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;47
2018;82;5;ESCUELA SAN FRANCISCO DE ASIS;15;152;15201;PUTRE;151;ARICA;2;1;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;47
2018;83;3;ESCUELA COTA COTANI;15;152;15201;PUTRE;151;ARICA;2;1;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;47
2018;84;1;ESCUELA LOS ALAMOS;15;152;15201;PUTRE;151;ARICA;2;1;1;1;2;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;91
2018;86;8;ESCUELA SAN SANTIAGO DE BELEN;15;152;15201;PUTRE;151;ARICA;2;1;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;47
2018;87;6;ESCUELA ANCOLACANE;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;46
2018;88;4;ESCUELA ALCERRECA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;46
2018;89;2;ESCUELA HUMAPALCA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;46
2018;90;6;ESCUELA INTERNADO VISVIRI;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;4;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;5;192
2018;91;4;ESCUELA COSAPILLA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;46
2018;92;2;ESCUELA CHISLLUMA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;46
2018;93;0;ESCUELA CHUJLLUTA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;46
2018;94;9;ESCUELA GUACOYO;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;46
2018;95;7;ESCUELA COLPITAS;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;46
2018;97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;27;883;3;130;0;0;1;44;1;44;0;0;1;44;3;132;1;44;0;0;0;0;0;0;0;0;0;0;0;0;37;1321
2018;98;1;CENTRO DE DIAGNOSTICO;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;100;7;ESCUELA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;101;5;HOGAR ESTUDIANTIL;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;102;3;ESC.EDUC.ESPECIAL FLOR DEL INCA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;19;750;0;0;0;0;1;44;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;882
2018;103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;42;1323;2;88;0;0;1;44;4;162;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1749
2018;105;8;CENTRO DE CAPACITACION LABORAL;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;8;278;2;88;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;410
2018;106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;1;11;1101;IQUIQUE;11;IQUIQUE;5;4;0;1;19;677;0;0;0;0;1;44;0;0;0;0;2;88;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;24;897
2018;107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;35;1337;0;0;0;0;1;44;1;30;0;0;0;0;1;44;2;88;0;0;1;44;0;0;0;0;0;0;0;0;41;1587
2018;108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;40;1396;0;0;1;44;1;44;5;178;0;0;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1794
2018;109;0;LICEO ELENA DUVAUCHELLE CABEZON;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;27;787;1;44;1;44;1;44;1;44;0;0;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;33;1051
2018;110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;46;1752;0;0;2;88;1;44;6;236;0;0;1;44;3;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;2296
2018;111;2;ESCUELA GABRIELA MISTRAL;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;33;1345;1;44;0;0;1;44;1;42;2;88;0;0;2;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1651
2018;112;0;ESCUELA EDUARDO LLANOS;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;27;994;0;0;0;0;1;44;5;144;0;0;1;44;1;44;1;44;0;0;1;44;0;0;0;0;0;0;0;0;37;1358
2018;113;9;ESCUELA ALMIRANTE PATRICIO LYNCH;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;46;1861;0;0;0;0;1;44;2;88;0;0;1;44;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;53;2169
2018;114;7;ESCUELA PLACIDO VILLARROEL;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;30;1188;1;44;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1320
2018;115;5;ESCUELA JAVIERA CARRERA VERDUGO;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;116;3;COLEGIO REPUBLICA DE CROACIA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;38;1324;2;88;0;0;1;44;3;118;1;44;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;47;1706
2018;117;1;ESCUELA PAULA JARAQUEMADA ALQUIZAR;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;31;1214;0;0;0;0;1;44;2;67;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;37;1457
2018;119;8;ESCUELA CENTENARIO;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;26;901;0;0;0;0;1;44;6;205;0;0;1;44;2;88;1;44;0;0;1;44;0;0;0;0;0;0;0;0;38;1370
2018;120;1;LICEO COM.Y TEC.ARTURO PRAT CHACON;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;122;8;ESCUELA THILDA PORTILLO OLIVARES;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;20;659;0;0;0;0;1;44;2;74;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;26;909
2018;123;6;COLEGIO ESPANA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;33;1147;0;0;0;0;1;44;0;0;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;37;1323
2018;124;4;LICEO LUIS CRUZ MARTINEZ;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;59;2409;1;44;0;0;1;44;3;132;0;0;1;44;3;132;1;44;0;0;0;0;0;0;0;0;0;0;0;0;69;2849
2018;125;2;ESCUELA PROFESOR MANUEL CASTRO RAMOS;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;62;2345;0;0;0;0;1;44;2;85;0;0;2;88;3;132;1;44;0;0;0;0;0;0;0;0;0;0;0;0;71;2738
2018;126;0;COLEGIO REPUBLICA DE ITALIA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;32;1236;0;0;2;88;1;44;7;289;0;0;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;44;1745
2018;127;9;LICEO MARIA AUXILIADORA;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;38;1179;2;82;1;44;1;44;3;95;0;0;1;44;0;0;1;44;0;0;1;40;0;0;0;0;0;0;0;0;48;1572
2018;128;7;JARDIN INFANTIL LITTLE GARDEN;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;129;5;LICEO SUPERIOR GABRIELA MISTRAL;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;15;358;0;0;1;44;1;44;1;44;0;0;1;21;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;555
2018;130;9;COLEGIO NORTH COLLEGE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;23;580;0;0;1;20;1;44;0;0;0;0;1;30;1;30;1;30;0;0;0;0;0;0;0;0;0;0;0;0;28;734
2018;131;7;COLEGIO ESCASCE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;20;556;1;40;0;0;1;44;0;0;0;0;0;0;1;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;680
2018;132;5;LICEO ACADEMIA IQUIQUE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;77;2999;0;0;0;0;1;44;0;0;0;0;2;88;1;44;0;0;0;0;0;0;0;0;1;44;0;0;0;0;82;3219
2018;133;3;COLEGIO ADVENTISTA DE IQUIQUE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;40;1506;1;44;0;0;1;44;3;132;0;0;1;44;1;44;2;88;0;0;0;0;0;0;0;0;0;0;0;0;49;1902
2018;134;1;LICEO ATENEA;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;23;680;0;0;1;44;1;44;3;105;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;917
