agno,rbd,dgv_rbd,nom_rbd,cod_depe,cod_depe2,rural_rbd,cod_reg_rbd,cod_pro_rbd,cod_com_rbd,nom_com_rbd,cod_deprov_rbd,nom_deprov_rbd,estado_estab,mat_si_1,mat_hom_1,mat_muj_1,mat_ens_1,mat_si_2,mat_hom_2,mat_muj_2,mat_ens_2,mat_hom_3,mat_muj_3,mat_ens_3,mat_hom_4,mat_muj_4,mat_ens_4,mat_hom_5,mat_muj_5,mat_ens_5,mat_hom_6,mat_muj_6,mat_ens_6,mat_hom_7,mat_muj_7,mat_ens_7,mat_hom_8,mat_muj_8,mat_ens_8,mat_hom_tot,mat_muj_tot,mat_si_tot,mat_total,cur_sim_01,cur_sim_02,cur_sim_03,cur_sim_04,cur_sim_05,cur_sim_06,cur_sim_07,cur_sim_08,cur_sim_tot,cur_comb_01,cur_comb_02,cur_comb_tot
2018,1,9,LICEO POLITECNICO ARICA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,164,408,143,132,275,387,296,0,683,0,0,0,0,0,0,19,15,34,0,0,0
2018,2,7,PARVULARIO LAS ESPIGUITAS,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,99,86,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,86,0,185,8,0,0,0,0,0,0,0,8,0,0,0
2018,3,5,ESC. PEDRO VICENTE GUTIERREZ TORRES,2,1,1,15,151,15101,ARICA,151,ARICA,1,0,0,0,0,0,0,0,0,392,115,507,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,398,115,0,513,0,0,41,0,0,2,0,0,43,0,0,0
2018,4,3,LICEO OCTAVIO PALMA PEREZ,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,541,1012,0,0,0,0,0,0,0,0,0,471,541,0,1012,0,0,0,0,27,0,0,0,27,0,0,0
2018,5,1,JOVINA NARANJO FERNANDEZ,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,0,0,0,0,155,101,256,0,0,0,0,0,0,262,289,551,102,81,183,0,0,0,0,0,0,519,471,0,990,0,8,0,0,16,5,0,0,29,0,0,0
2018,7,8,L. POLI. ANTONIO VARAS DE LA BARRA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,464,1146,0,0,0,682,464,0,1146,0,0,0,0,0,0,39,0,39,0,0,0
2018,8,6,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,26,30,56,0,141,122,263,0,0,0,0,0,0,191,141,332,0,0,0,0,0,0,0,0,0,358,293,0,651,2,8,0,0,12,0,0,0,22,0,0,0
2018,9,4,ESCUELA REPUBLICA DE ISRAEL,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,99,96,195,0,708,631,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,727,0,1534,7,36,0,0,0,0,0,0,43,0,0,0
2018,10,8,ESCUELA REPUBLICA DE FRANCIA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,1,27,28,0,4,131,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,158,0,163,0,7,0,0,0,0,0,0,7,1,0,1
2018,11,6,ESC. GRAL. PEDRO LAGOS MARCHANT,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,27,24,51,0,195,123,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,147,0,369,2,12,0,0,0,0,0,0,14,0,0,0
2018,12,4,ESCUELA GRAL JOSE MIGUEL CARRERA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,24,20,44,0,156,123,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,143,0,323,2,9,0,0,0,0,0,0,11,0,0,0
2018,13,2,ESCUELA MANUEL RODRIGUEZ ERDOYZA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,17,12,29,0,141,93,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,105,0,263,2,8,0,0,0,0,0,0,10,0,0,0
2018,14,0,ESCUELA ROMULO J. PENA MATURANA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,27,29,56,0,135,100,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,129,0,291,2,8,0,0,0,0,0,0,10,0,0,0
2018,15,9,LICEO ARTISTICO DR. JUAN NOE CREVANI,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,0,0,0,0,122,149,271,0,0,0,0,0,0,72,66,138,0,0,0,0,0,0,0,0,0,194,215,0,409,0,8,0,0,4,0,0,0,12,0,0,0
2018,16,7,ESCUELA REGIMIENTO RANCAGUA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,23,12,35,0,145,65,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,77,0,245,2,8,0,0,0,0,0,0,10,0,0,0
2018,17,5,ESCUELA SUBTTE. LUIS CRUZ MARTINEZ,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,34,33,67,0,144,143,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,176,0,354,3,9,0,0,0,0,0,0,12,0,0,0
2018,18,3,ESC. COMTE. JUAN JOSE SAN MARTIN,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,16,16,32,0,165,120,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,136,0,317,2,12,0,0,0,0,0,0,14,0,0,0
2018,19,1,ESC. HUMBERTO VALENZUELA GARCIA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,26,16,42,0,160,124,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,140,0,326,2,9,0,0,0,0,0,0,11,0,0,0
2018,20,5,ESCUELA TUCAPEL,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,45,32,77,0,223,171,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,203,0,471,4,16,0,0,0,0,0,0,20,0,0,0
2018,21,3,ESCUELA CARLOS GUIRAO MASSIF,2,1,0,15,151,15101,ARICA,151,ARICA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,22,1,ESCUELA GABRIELA MISTRAL,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,92,73,165,0,456,411,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,484,0,1032,7,24,0,0,0,0,0,0,31,0,0,0
2018,25,6,COLEGIO CENTENARIO DE ARICA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,54,35,89,0,256,199,455,0,0,0,0,0,0,73,50,123,0,0,0,0,0,0,0,0,0,383,284,0,667,4,16,0,0,6,0,0,0,26,0,0,0
2018,26,4,ESCUELA REPUBLICA DE ARGENTINA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,8,15,23,0,81,76,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,91,0,180,2,8,0,0,0,0,0,0,10,0,0,0
2018,27,2,ESCUELA ESMERALDA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,21,11,32,0,141,99,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,110,0,272,0,8,0,0,0,0,0,0,8,1,0,1
2018,28,0,ESCUELA RICARDO SILVA ARRIAGADA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,29,24,53,0,168,151,319,55,62,117,0,0,0,0,0,0,130,138,268,0,0,0,0,0,0,382,375,0,757,2,11,4,0,0,8,0,0,25,0,0,0
2018,29,9,ESCUELA AMERICA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,47,49,96,0,244,188,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,237,0,528,4,16,0,0,0,0,0,0,20,0,0,0
2018,30,2,ESCUELA DR. RICARDO OLEA GUERRA,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,0,0,0,0,0,0,0,0,0,0,107,62,169,0,0,0,0,0,0,0,0,0,0,0,0,107,62,0,169,0,0,0,20,0,0,0,0,20,0,0,0
2018,31,0,ESCUELA DARIO SALAS DIAZ,2,1,1,15,151,15101,ARICA,151,ARICA,1,0,47,33,80,0,167,172,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,205,0,419,4,8,0,0,0,0,0,0,12,0,0,0
2018,32,9,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,2,1,1,15,151,15101,ARICA,151,ARICA,1,0,49,44,93,0,263,227,490,0,0,0,0,0,0,0,0,0,0,0,0,70,63,133,0,0,0,382,334,0,716,3,14,0,0,0,0,5,0,22,0,0,0
2018,33,7,ESCUELA CARLOS CONDELL DE LA HAZA,2,1,1,15,151,15101,ARICA,151,ARICA,1,0,19,17,36,0,91,81,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,98,0,208,2,8,0,0,0,0,0,0,10,0,0,0
2018,35,3,ESCUELA GRAL. MANUEL BAQUEDANO,2,1,1,15,151,15101,ARICA,151,ARICA,1,0,20,19,39,0,37,44,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,63,0,120,0,0,0,0,0,0,0,0,0,1,3,4
2018,36,1,ESCUELA IGNACIO CARRERA PINTO,2,1,0,15,151,15101,ARICA,151,ARICA,1,0,14,27,41,0,109,122,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,149,0,272,2,8,0,0,0,0,0,0,10,0,0,0
2018,38,8,ESCUELA ESPAÑA,2,1,1,15,151,15101,ARICA,151,ARICA,1,0,48,45,93,0,223,219,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,264,0,535,4,13,0,0,0,0,0,0,17,0,0,0
2018,39,6,ESCUELA PAMPA ALGODONAL,2,1,1,15,151,15101,ARICA,151,ARICA,1,0,6,4,10,0,38,31,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,0,79,1,1,0,0,0,0,0,0,2,0,2,2
2018,41,8,ESCUELA VALLE DE CHACA,2,1,1,15,151,15101,ARICA,151,ARICA,1,0,0,0,0,0,12,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,26,0,0,0,0,0,0,0,0,0,0,1,1
2018,42,6,ESCUELA MOLINOS LLUTA,2,1,1,15,151,15101,ARICA,151,ARICA,1,0,0,0,0,0,11,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,24,0,6,0,0,0,0,0,0,6,0,0,0
2018,43,4,JARDIN INFANTIL CEPILLIN,3,2,0,15,151,15101,ARICA,151,ARICA,1,0,13,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,0,35,2,0,0,0,0,0,0,0,2,0,0,0
2018,44,2,JARDIN INFANTIL PEQUENILANDIA,3,2,0,15,151,15101,ARICA,151,ARICA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,45,0,COLEGIO ITALIANO SANTA ANA,3,2,0,15,151,15101,ARICA,151,ARICA,1,0,0,87,87,0,0,570,570,0,0,0,0,0,0,0,268,268,0,0,0,0,0,0,0,0,0,0,925,0,925,4,16,0,0,8,0,0,0,28,0,0,0
2018,46,9,JARDIN INFANTIL SAN ANDRES,3,2,0,15,151,15101,ARICA,151,ARICA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,47,7,J.  I. KURUMI,4,3,0,15,151,15101,ARICA,151,ARICA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,49,3,JARDIN INFANTIL PADRE LUIS GALLARDO,3,2,0,15,151,15101,ARICA,151,ARICA,1,0,17,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,35,0,0,0,0,0,0,0,0,0,2,0,2
2018,50,7,COLEGIO ADVENTISTA DE ARICA,3,2,0,15,151,15101,ARICA,151,ARICA,1,0,0,0,0,0,182,181,363,0,0,0,0,0,0,108,109,217,0,0,0,0,0,0,0,0,0,290,290,0,580,0,8,0,0,5,0,0,0,13,0,0,0
2018,51,5,ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR,3,2,0,15,151,15101,ARICA,151,ARICA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,52,3,LICEO DOMINGO SANTA MARIA,3,2,0,15,151,15101,ARICA,151,ARICA,1,0,156,168,324,0,902,934,1836,0,0,0,32,22,54,649,616,1265,0,0,0,240,222,462,0,0,0,1979,1962,0,3941,9,43,0,4,29,0,11,0,96,0,0,0
2018,55,8,JARDIN INFANTIL MONTESSORI GARDEN,3,2,0,15,151,15101,ARICA,151,ARICA,1,0,75,65,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,65,0,140,5,0,0,0,0,0,0,0,5,0,0,0
2018,56,6,COLEGIO SAN MARCOS DE ARICA,3,2,0,15,151,15101,ARICA,151,ARICA,1,0,31,20,51,0,304,324,628,0,0,0,0,0,0,150,150,300,0,0,0,0,0,0,0,0,0,485,494,0,979,2,16,0,0,8,0,0,0,26,0,0,0
2018,57,4,JARDIN INFANTIL ZORZALITO,3,2,0,15,151,15101,ARICA,151,ARICA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,58,2,JARDIN INFANTIL PETETE J.M. BORGOÐO,3,2,0,15,151,15101,ARICA,151,ARICA,1,0,12,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0,35,4,0,0,0,0,0,0,0,4,0,0,0
2018,59,0,COLEGIO SAN JORGE,4,3,0,15,151,15101,ARICA,151,ARICA,1,0,38,29,67,0,157,145,302,0,0,0,0,0,0,73,70,143,0,0,0,0,0,0,0,0,0,268,244,0,512,4,16,0,0,8,0,0,0,28,0,0,0
2018,60,4,COLEGIO ALEMAN DE ARICA,3,2,0,15,151,15101,ARICA,151,ARICA,1,0,61,70,131,0,227,274,501,0,0,0,0,0,0,148,122,270,0,0,0,0,0,0,0,0,0,436,466,0,902,4,15,0,0,7,0,0,0,26,0,0,0
2018,65,5,J.  I.  SOLDADITO DE PLOMO,4,3,0,15,151,15101,ARICA,151,ARICA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,66,3,JARDIN INFANTIL PLUTO,3,2,0,15,151,15101,ARICA,151,ARICA,1,0,11,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,26,2,0,0,0,0,0,0,0,2,1,0,1
2018,67,1,ABRAHAM LINCOLN SCHOOL,3,2,0,15,151,15101,ARICA,151,ARICA,1,0,25,22,47,0,210,218,428,0,0,0,0,0,0,67,65,132,0,0,0,0,0,0,0,0,0,302,305,0,607,2,16,0,0,4,0,0,0,22,0,0,0
2018,69,8,JUNIOR COLLEGE,4,3,0,15,151,15101,ARICA,151,ARICA,1,0,49,48,97,0,234,271,505,0,0,0,0,0,0,84,86,170,0,0,0,0,0,0,0,0,0,367,405,0,772,5,23,0,0,8,0,0,0,36,0,0,0
2018,70,1,ESCUELA VALLE DE ESQUINA,2,1,1,15,151,15102,CAMARONES,151,ARICA,1,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,0,1,1
2018,72,8,LICEO  VALLE DE CODPA,2,1,1,15,151,15102,CAMARONES,151,ARICA,1,0,0,0,0,0,21,13,34,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18,0,0,0,31,21,0,52,0,0,0,0,0,0,3,0,3,0,2,2
2018,73,6,ESCUELA VALLE DE COBIJA,2,1,1,15,151,15102,CAMARONES,151,ARICA,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
2018,74,4,ESCUELA VALLE DE CAMARONES,2,1,1,15,151,15102,CAMARONES,151,ARICA,1,0,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,12,0,0,0,0,0,0,0,0,0,0,1,1
2018,75,2,ESCUELA VALLE DE GUANACAGUA,2,1,1,15,151,15102,CAMARONES,151,ARICA,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
2018,76,0,ESCUELA VALLE DE CUYA,2,1,1,15,151,15102,CAMARONES,151,ARICA,1,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,0,1,1
2018,78,7,LICEO GRANADEROS,2,1,1,15,152,15201,PUTRE,151,ARICA,1,0,18,12,30,0,74,64,138,0,0,0,0,0,0,0,0,0,40,3,43,41,21,62,0,0,0,173,100,0,273,0,8,0,0,0,2,4,0,14,1,0,1
2018,79,5,ESCUELA EL MARQUEZ,2,1,1,15,152,15201,PUTRE,151,ARICA,1,0,0,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,14,0,1,0,0,0,0,0,0,1,0,2,2
2018,81,7,ESCUELA PAYACHATAS,2,1,1,15,152,15201,PUTRE,151,ARICA,1,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1
2018,82,5,ESCUELA SAN FRANCISCO DE ASIS,2,1,1,15,152,15201,PUTRE,151,ARICA,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,1,1
2018,83,3,ESCUELA COTA COTANI,2,1,1,15,152,15201,PUTRE,151,ARICA,1,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,0,3,0,0,0,0,0,0,3,0,0,0
2018,84,1,ESCUELA LOS ALAMOS,2,1,1,15,152,15201,PUTRE,151,ARICA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2018,86,8,ESCUELA SAN SANTIAGO DE BELEN,2,1,1,15,152,15201,PUTRE,151,ARICA,1,0,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,0,6,0,0,0,0,0,0,6,0,0,0
2018,87,6,ESCUELA ANCOLACANE,2,1,1,15,152,15202,GENERAL LAGOS,151,ARICA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2018,88,4,ESCUELA ALCERRECA,2,1,1,15,152,15202,GENERAL LAGOS,151,ARICA,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,1,1
2018,89,2,ESCUELA HUMAPALCA,2,1,1,15,152,15202,GENERAL LAGOS,151,ARICA,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1
2018,90,6,ESCUELA INTERNADO VISVIRI,2,1,1,15,152,15202,GENERAL LAGOS,151,ARICA,1,0,0,0,0,0,13,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,28,0,2,0,0,0,0,0,0,2,0,2,2
2018,91,4,ESCUELA COSAPILLA,2,1,1,15,152,15202,GENERAL LAGOS,151,ARICA,1,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,0,1,0,0,0,0,0,0,1,0,1,1
2018,92,2,ESCUELA CHISLLUMA,2,1,1,15,152,15202,GENERAL LAGOS,151,ARICA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2018,93,0,ESCUELA CHUJLLUTA,2,1,1,15,152,15202,GENERAL LAGOS,151,ARICA,1,0,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,1,1
2018,94,9,ESCUELA GUACOYO,2,1,1,15,152,15202,GENERAL LAGOS,151,ARICA,1,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,1,0,0,0,0,0,0,1,0,1,1
2018,95,7,ESCUELA COLPITAS,2,1,1,15,152,15202,GENERAL LAGOS,151,ARICA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2018,97,3,INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,166,376,0,0,0,210,166,0,376,0,0,0,0,0,0,14,0,14,0,0,0
2018,98,1,CENTRO DE DIAGNOSTICO,3,2,0,1,11,1101,IQUIQUE,11,IQUIQUE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,100,7,ESCUELA,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,101,5,HOGAR ESTUDIANTIL,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,102,3,ESC.EDUC.ESPECIAL FLOR DEL INCA,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,0,0,0,0,0,0,0,0,0,0,66,43,109,0,0,0,0,0,0,0,0,0,0,0,0,66,43,0,109,0,0,0,15,0,0,0,0,15,0,0,0
2018,103,1,ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,0,0,0,0,145,242,387,0,0,0,0,0,0,72,65,137,0,0,0,0,0,0,0,0,0,217,307,0,524,0,12,0,0,4,0,0,0,16,0,0,0
2018,105,8,CENTRO DE CAPACITACION LABORAL,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,0,0,0,0,0,0,0,0,0,0,42,21,63,0,0,0,0,0,0,0,0,0,0,0,0,42,21,0,63,0,0,0,6,0,0,0,0,6,0,0,0
2018,106,6,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL,5,4,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,0,0,0,0,20,16,36,0,0,0,0,0,0,96,43,139,0,0,0,113,38,151,0,0,0,229,97,0,326,0,2,0,0,5,0,6,0,13,0,0,0
2018,107,4,LICEO LIBERT. GRAL.BERNARDO O´HIGGINS,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,0,0,0,0,17,16,33,0,0,0,0,0,0,211,204,415,0,0,0,0,0,0,0,0,0,228,220,0,448,0,1,0,0,18,0,0,0,19,0,0,0
2018,108,2,LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,225,506,0,0,0,281,225,0,506,0,0,0,0,0,0,21,0,21,0,0,0
2018,109,0,LICEO ELENA DUVAUCHELLE CABEZON,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,55,0,0,0,49,112,161,0,0,0,79,137,0,216,0,0,0,0,2,0,9,0,11,0,0,0
2018,110,4,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,68,60,128,0,290,275,565,0,0,0,0,0,0,124,140,264,0,0,0,0,0,0,0,0,0,482,475,0,957,4,16,0,0,8,0,0,0,28,0,0,0
2018,111,2,ESCUELA GABRIELA MISTRAL,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,63,75,138,0,281,241,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,316,0,660,4,15,0,0,0,0,0,0,19,0,0,0
2018,112,0,ESCUELA EDUARDO LLANOS,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,48,45,93,0,328,231,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,276,0,652,3,16,0,0,0,0,0,0,19,0,0,0
2018,113,9,ESCUELA ALMIRANTE PATRICIO LYNCH,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,68,63,131,0,490,328,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,391,0,949,4,24,0,0,0,0,0,0,28,0,0,0
2018,114,7,ESCUELA PLACIDO VILLARROEL,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,25,35,60,0,244,210,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,245,0,514,2,14,0,0,0,0,0,0,16,0,0,0
2018,115,5,ESCUELA JAVIERA CARRERA VERDUGO,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,116,3,COLEGIO REPUBLICA DE CROACIA,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,55,68,123,0,270,243,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,311,0,636,4,16,0,0,0,0,0,0,20,0,0,0
2018,117,1,ESCUELA PAULA JARAQUEMADA ALQUIZAR,1,1,0,1,11,1101,IQUIQUE,11,IQUIQUE,1,0,54,43,97,0,251,223,474,0,0,0,36,15,51,0,0,0,0,0,0,0,0,0,0,0,0,341,281,0,622,3,14,0,4,0,0,0,0,21,0,0,0
